creator_id,session,dow,start_hour,duration,unq_viewers,avg_viewers,5min_viewers,sponsored,sp_cost,active_users_1h,active_users_3h,purchases_1h,purchases_3h,creator_female,creator_followers
103,8,1,19,145,3632,2932,1911,1,3545.0,2718,3915,956,1362,1,70204
103,9,6,17,161,2911,2566,1301,0,,2183,3183,770,1106,1,70259
103,10,7,20,130,2931,2589,1361,1,1402.0,2202,3153,769,1069,1,70265
103,11,3,16,205,3931,3382,1944,0,,2940,3665,1027,1235,1,70277
103,12,5,22,164,3712,2712,1785,0,,2779,3643,974,1313,1,70331
103,13,7,19,186,3456,2919,1479,0,,2583,3682,897,1193,1,70376
103,14,5,17,168,4823,4099,2817,0,,3607,5090,1251,1822,1,70450
103,15,3,20,161,2855,2321,1249,0,,2142,3025,746,845,1,70486
103,16,3,18,170,4103,3040,1582,0,,3077,4269,1072,1185,1,70526
103,17,2,21,115,4867,4344,2297,0,,3650,5124,1273,1722,1,70539
103,18,7,17,109,3644,2766,1643,1,2766.0,2734,3650,958,1429,1,70572
103,19,1,15,102,4038,3482,2364,0,,3036,4130,1058,1329,1,70562
103,20,2,21,92,2599,1895,994,1,1617.0,1944,2352,680,908,1,70628
103,21,6,19,104,4249,3190,1915,1,683.0,3185,4418,1109,1251,1,70660
104,1,3,17,175,4897,4090,2295,0,,3668,5335,1288,1811,1,80468
104,2,3,20,148,3920,3483,2224,0,,2925,4284,1023,1158,1,80534
104,3,4,18,185,3980,3366,1750,0,,2992,3729,1044,1284,1,80566
104,4,1,18,117,2977,2402,1207,1,3164.0,2233,2910,781,867,1,80599
104,5,4,16,76,2921,2334,1228,0,,2202,3286,769,982,1,80647
104,6,3,16,172,5124,3833,2576,0,,3842,5607,1342,1563,1,80758
104,7,3,21,114,3320,2863,1962,1,2192.0,2483,3219,866,1240,1,80754
104,8,1,16,146,5593,4325,2236,0,,4206,6180,1463,2096,1,80779
104,9,5,18,117,5185,4007,2518,0,,3882,5479,1362,1844,1,80801
104,10,7,18,189,3954,3182,1636,0,,2981,4061,1043,1363,1,80851
104,11,7,18,153,3091,2529,1326,0,,2305,2956,808,1115,1,80903
104,12,1,20,116,3854,2765,1610,1,500.0,2876,3990,1007,1329,1,80976
104,13,5,18,157,3372,2498,1600,0,,2536,3439,887,1138,1,80947
104,14,6,15,153,3930,3020,1571,1,3676.0,2942,4238,1028,1462,1,81016
104,15,1,19,62,2903,2182,1189,1,1033.0,2173,2705,766,904,1,81088
104,16,7,16,97,3481,2488,1390,1,936.0,2614,3823,918,1048,1,81101
104,17,4,18,132,4013,2832,1438,1,1921.0,3005,3880,1043,1469,1,81151
104,18,3,15,147,4657,4109,2529,1,3289.0,3488,4998,1208,1700,1,81237
104,19,7,17,75,4578,3644,2548,1,755.0,3430,4138,1198,1728,1,81251
104,20,2,18,114,3172,2467,1275,1,2188.0,2360,3435,830,973,1,81313
104,21,5,17,123,4245,3602,1876,1,1456.0,3176,4667,1110,1470,1,81347
104,22,3,23,171,4547,3708,2233,0,,3412,5093,1192,1388,1,81416
104,23,2,18,89,5599,4460,3016,1,500.0,4192,5807,1467,1670,1,81497
104,24,5,20,146,4848,3832,1952,1,4203.0,3647,4485,1279,1657,1,81495
105,1,3,21,104,5092,3740,2379,1,3887.0,3808,5479,1336,1713,1,100115
105,2,6,19,136,4910,4276,2853,1,4341.0,3678,5345,1281,1558,1,100168
105,3,4,18,181,4481,3357,1694,0,,3373,4681,1181,1524,1,100244
105,4,4,19,121,4409,3926,2605,1,1757.0,3302,4653,1153,1529,1,100250
105,5,1,20,149,4412,3961,2126,1,1092.0,3299,4002,1155,1659,1,100336
105,6,6,18,87,5374,4360,2552,1,853.0,4033,5153,1416,1769,1,100356
105,7,7,16,109,6252,5191,3400,0,,4686,5860,1637,2135,1,100411
105,8,6,18,130,4825,3982,2768,1,2851.0,3617,4727,1260,1768,1,100487
105,9,2,19,175,3010,2359,1334,0,,2250,3262,793,1055,1,100575
105,10,3,14,139,3689,3293,1820,0,,2759,4091,968,1437,1,100573
105,11,5,19,157,6044,4893,2732,0,,4516,5782,1565,1910,1,100675
105,12,7,15,123,5552,4091,2457,0,,4158,5265,1460,2126,1,100743
105,13,4,18,158,4376,3595,1948,0,,3280,4772,1156,1583,1,100805
105,14,5,19,134,5877,4537,3124,1,3689.0,4416,6435,1544,1775,1,100870
105,15,3,18,100,5479,4427,2683,1,2037.0,4118,5524,1443,1844,1,100953
105,16,4,23,91,5951,5167,2973,1,2644.0,4482,5892,1567,2059,1,101001
105,17,1,17,158,4787,4012,2095,0,,3609,4425,1262,1788,1,101092
105,18,7,15,128,6787,4760,2507,1,2313.0,5117,6698,1789,2352,1,101087
105,19,7,20,72,5732,4529,2743,1,1265.0,4293,6157,1503,1961,1,101212
105,20,6,18,87,4637,3485,2202,1,1512.0,3471,4197,1207,1683,1,101299
106,1,2,21,109,2654,2385,1328,1,1214.0,1981,2898,696,873,1,65773
106,2,4,23,163,2898,2424,1327,1,500.0,2155,3214,764,990,1,65813
106,3,3,18,153,3330,2933,1520,1,500.0,2475,3188,862,1291,1,65819
106,4,2,17,160,3275,2466,1343,0,,2458,3164,852,987,1,65902
106,5,5,20,122,4634,4061,2491,1,1349.0,3466,4622,1214,1760,1,65958
106,6,6,20,133,3401,2807,1857,0,,2563,3238,892,1067,1,65999
106,7,1,16,152,3109,2764,1465,0,,2327,3310,797,1141,1,66018
106,8,5,17,103,2935,2621,1559,0,,2194,2968,773,1005,1,66005
106,9,7,21,128,3444,2840,1644,0,,2586,3555,896,1092,1,66050
106,10,1,18,91,3987,3161,2181,0,,3000,4385,1048,1333,1,66062
106,11,2,20,142,3805,3054,1679,1,1288.0,2839,3498,994,1426,1,66107
106,12,1,18,106,2986,2683,1806,0,,2253,3056,792,1005,1,66172
106,13,1,20,92,2500,1957,1223,1,981.0,1875,2481,656,950,1,66188
106,14,6,23,110,4246,3247,2197,1,654.0,3176,3972,1109,1634,1,66221
107,1,7,20,139,5536,4282,2203,1,1305.0,4160,5328,1454,2046,1,137131
107,2,2,19,88,6841,6140,3310,0,,5125,6975,1792,2334,1,137192
107,3,2,23,122,6814,5671,2956,0,,5119,6899,1791,2009,1,137272
107,4,3,18,203,8478,7414,4236,0,,6357,8347,2221,3327,1,137341
107,5,6,19,157,5569,4040,2446,1,2929.0,4196,5366,1456,1705,1,137386
107,6,4,19,142,5138,4258,2559,0,,3844,5308,1343,1820,1,137450
107,7,6,21,141,7934,6062,3492,0,,5944,7557,2074,3107,1,137479
107,8,4,18,135,7579,6455,3247,0,,5688,8336,1987,2407,1,137499
107,9,1,16,137,6728,4885,3410,1,3716.0,5043,6432,1760,2552,1,137559
107,10,3,19,127,5723,5125,2574,0,,4287,5597,1505,1689,1,137611
107,11,7,16,64,6802,5256,2885,1,500.0,5106,6344,1783,2081,1,137610
107,12,1,18,103,7431,5712,3096,0,,5575,7296,1951,2655,1,137609
107,13,1,22,113,8369,6032,3349,1,4144.0,6272,8567,2187,2458,1,137662
107,14,4,21,91,6484,5501,2830,1,1899.0,4875,6241,1705,2081,1,137703
107,15,2,19,126,8138,6649,4355,0,,6106,8980,2127,2397,1,137757
107,16,6,16,134,7690,5738,3670,1,3690.0,5760,7489,2020,2323,1,137844
107,17,1,19,78,8327,7450,3729,1,2093.0,6252,9367,2195,2493,1,137871
107,18,1,17,91,7809,6465,3628,1,851.0,5835,7530,2040,2385,1,137864
107,19,2,15,221,7139,6365,3631,0,,5352,6878,1879,2151,1,137919
107,20,5,21,156,5071,3662,2032,1,2623.0,3804,5289,1335,1696,1,137966
107,21,3,15,80,7551,5579,3522,0,,5666,7262,1983,2932,1,137949
107,22,1,18,130,8396,6438,3703,1,4089.0,6294,8513,2207,2441,1,138016
108,1,7,19,210,6143,4479,3093,0,,4603,6481,1602,2039,1,135817
108,2,3,20,149,4484,3341,2037,1,4112.0,3371,4969,1180,1303,1,135920
108,3,1,16,141,7631,5452,2777,1,3028.0,5724,8138,2001,2926,1,135939
108,4,4,19,108,7286,5834,4000,1,2235.0,5471,8188,1909,2607,1,135953
108,5,5,18,64,5868,4546,2939,0,,4414,6602,1536,1907,1,136028
108,6,6,18,81,5193,4171,2539,1,2775.0,3883,4709,1358,1945,1,136096
108,7,2,18,131,7060,5216,3332,0,,5287,7590,1853,2610,1,136145
108,8,6,18,191,8458,6759,3523,0,,6341,7890,2220,3098,1,136195
108,9,7,20,89,6849,5453,3812,1,3396.0,5147,7507,1799,2146,1,136229
108,10,6,23,95,7586,6740,4603,1,1348.0,5696,7155,1991,2920,1,136319
108,11,1,21,131,6693,5214,3113,0,,5006,7418,1745,2040,1,136378
108,12,7,20,250,3720,2936,1534,0,,2791,4047,978,1304,1,136484
108,13,2,19,84,7016,6127,3618,1,971.0,5273,7193,1847,2572,1,136528
108,14,2,19,101,5456,4309,2868,1,4399.0,4084,5071,1428,1702,1,136590
108,15,4,20,137,9187,7325,4350,1,4415.0,6897,9680,2418,2714,1,136606
108,16,4,19,209,7370,6533,3813,0,,5536,7169,1938,2749,1,136668
108,17,4,17,105,6909,5078,3281,0,,5183,7260,1807,2580,1,136682
108,18,7,19,182,4796,3988,2398,0,,3591,4313,1264,1524,1,136749
108,19,2,17,128,7294,6165,3083,0,,5479,7473,1911,2697,1,136747
108,20,6,20,154,7310,5334,3017,0,,5482,7533,1905,2452,1,136770
108,21,5,16,169,6285,5188,3119,1,500.0,4702,7021,1649,2209,1,136831
109,1,3,20,251,7332,6465,3971,0,,5493,7220,1917,2851,1,116833
109,2,6,20,121,4860,3451,2063,1,4168.0,3639,5149,1277,1612,1,116861
109,3,4,20,116,4211,3770,2192,1,1643.0,3155,4498,1114,1452,1,116901
109,4,5,17,162,2918,2582,1312,0,,2203,3076,773,1053,1,116977
109,5,6,15,121,5922,4291,2852,1,3889.0,4435,5892,1545,1909,1,116992
109,6,4,19,79,5823,4667,2437,1,965.0,4355,5333,1524,1939,1,117030
109,7,2,14,141,6531,5846,4027,1,6034.0,4895,7149,1711,1902,1,117037
109,8,5,19,126,5140,3756,1882,1,2779.0,3833,5410,1344,1815,1,117110
109,9,3,21,102,5119,3885,2258,1,2590.0,3827,5416,1354,1745,1,117117
109,10,7,20,118,6850,5141,3129,0,,5138,6633,1794,2248,1,117155
109,11,7,19,192,6363,5403,2901,0,,4762,5982,1660,1834,1,117250
109,12,1,15,169,3971,3367,1922,0,,2970,4096,1039,1291,1,117333
109,13,1,19,122,5813,4791,3238,1,2330.0,4354,5929,1515,1826,1,117374
109,14,7,17,193,6321,4847,3034,0,,4740,7094,1655,2182,1,117466
109,15,7,17,66,5660,4766,2845,0,,4245,5986,1479,2156,1,117491
109,16,3,13,165,4429,3560,1942,0,,3335,4137,1168,1659,1,117498
109,17,4,18,194,4712,3671,1926,0,,3528,4731,1229,1437,1,117530
109,18,4,21,117,5635,4412,2397,1,2079.0,4218,5967,1475,1948,1,117582
110,1,5,18,140,7237,5753,3234,0,,5421,6508,1889,2211,0,138407
110,2,3,20,268,10351,8783,5012,0,,7767,9452,2716,3865,0,138454
110,3,1,17,198,7630,6381,4011,0,,5724,7227,2001,2512,0,138501
110,4,2,19,135,7697,5797,3925,1,5652.0,5769,7738,2014,2672,0,138580
110,5,6,17,116,5318,3725,2378,1,2063.0,4001,4850,1402,2062,0,138638
110,6,4,17,54,9090,7014,3618,0,,6814,9201,2385,3199,0,138703
110,7,4,16,90,6732,4719,3054,1,3872.0,5033,6503,1754,2292,0,138728
110,8,6,20,140,8170,5875,3794,0,,6131,7882,2153,2397,0,138773
110,9,3,19,78,7150,5628,2946,1,1545.0,5358,7460,1874,2389,0,138765
110,10,4,17,120,4904,3647,1892,1,4730.0,3665,4478,1284,1907,0,138768
110,11,7,14,144,4221,3269,2004,1,5795.0,3162,3831,1108,1568,0,138826
110,12,1,17,103,6087,4676,3159,1,2065.0,4552,5875,1595,2289,0,138854
110,13,3,20,129,4402,3705,2240,1,3194.0,3286,4097,1145,1495,0,138979
111,1,4,19,99,8365,7379,5088,0,,6273,9299,2188,2741,1,130883
111,2,1,18,158,7354,6138,4173,0,,5510,7992,1926,2824,1,130905
111,3,4,17,148,5842,4639,2969,1,5653.0,4375,5596,1524,1802,1,130975
111,4,6,15,123,6979,5341,3505,1,5275.0,5221,6761,1827,2442,1,130996
111,5,4,19,127,7801,5811,4004,1,1475.0,5838,8576,2044,2889,1,130995
111,6,2,16,130,5190,4639,2898,1,3343.0,3902,5175,1365,1809,1,131062
111,7,4,19,123,5193,4165,2219,1,3018.0,3883,5487,1364,1712,1,131138
112,1,2,19,117,2748,2194,1330,1,1843.0,2062,2741,727,1079,0,90811
112,2,6,17,157,3564,2948,1668,1,4488.0,2677,3329,932,1316,0,90906
112,3,2,17,238,3701,2814,1673,0,,2796,3367,972,1233,0,90934
112,4,1,20,124,4334,3832,2377,1,1430.0,3237,3960,1138,1418,0,91022
112,5,4,17,145,3303,2939,1883,1,1708.0,2487,3062,866,1191,0,91111
112,6,3,15,106,4249,3123,1849,1,3125.0,3201,4177,1122,1300,0,91186
112,7,7,17,155,4011,3594,2507,1,3018.0,3006,3867,1041,1323,0,91207
112,8,6,19,129,5197,3916,1996,1,3488.0,3893,5108,1364,1878,0,91221
112,9,7,17,174,4579,4086,2261,0,,3431,4174,1196,1474,0,91318
112,10,5,20,79,2872,2251,1512,0,,2145,3188,751,1084,0,91338
112,11,2,22,56,5156,4014,2249,0,,3851,5020,1343,1902,0,91359
112,12,6,17,108,3750,2666,1549,0,,2816,4041,978,1266,0,91397
112,13,6,18,155,5583,3954,2303,0,,4187,5348,1465,1833,0,91395
112,14,7,17,218,3651,3178,2001,0,,2744,3504,963,1117,0,91453
112,15,2,20,123,5446,4143,2536,1,2701.0,4080,5581,1426,2107,0,91512
112,16,5,14,144,5221,4353,2271,1,3819.0,3901,4878,1368,1810,0,91546
112,17,3,20,236,5144,3905,2491,0,,3855,5174,1346,1901,0,91636
112,18,1,18,129,6720,5145,3261,1,2053.0,5042,6565,1770,2500,0,91696
112,19,4,20,259,4289,3797,2598,0,,3212,4551,1129,1552,0,91736
113,1,1,16,189,3506,2712,1383,0,,2634,3666,932,1390,1,83478
113,2,6,16,100,4226,3591,2200,1,702.0,3165,4362,1111,1515,1,83514
113,3,5,20,98,2925,2239,1316,1,1541.0,2191,2693,770,1024,1,83564
113,4,6,17,182,3441,2701,1449,0,,2586,3240,906,1264,1,83630
113,5,4,17,94,5032,3554,2047,0,,3781,5364,1327,1964,1,83729
113,6,3,18,133,3653,2917,1888,0,,2734,3463,964,1142,1,83722
113,7,3,19,155,4107,3023,1675,1,4349.0,3061,3993,1065,1227,1,83749
113,8,7,18,138,3860,3446,1732,1,3176.0,2898,3499,1008,1461,1,83770
113,9,2,22,132,4156,3057,2051,1,1919.0,3121,4203,1100,1322,1,83865
113,10,2,19,167,3805,3228,1974,1,3086.0,2839,3834,980,1121,1,83922
113,11,4,15,114,3456,2564,1659,1,1130.0,2586,3339,910,1308,1,83961
113,12,7,15,159,2709,2434,1363,0,,2029,2763,712,914,1,84041
113,13,4,18,112,5548,4000,2195,0,,4167,5527,1460,1933,1,84086
113,14,1,18,234,4638,3782,1941,0,,3471,4514,1212,1662,1,84121
113,15,6,16,100,3249,2427,1695,1,2185.0,2435,3207,850,1225,1,84128
113,16,7,18,145,4752,3452,1775,0,,3550,5141,1245,1457,1,84192
113,17,4,13,155,4213,3608,1887,0,,3175,3870,1113,1562,1,84173
113,18,4,17,129,4529,3856,2125,1,721.0,3377,4280,1183,1760,1,84241
113,19,4,16,100,4943,3626,2089,0,,3698,5071,1294,1431,1,84263
113,20,4,19,155,4022,3413,2342,0,,3015,3903,1049,1303,1,84263
113,21,2,21,154,4207,3345,2250,0,,3153,4075,1097,1396,1,84333
114,1,4,17,128,4098,3305,2031,1,4105.0,3065,4271,1069,1579,1,111246
114,2,4,22,168,5139,3831,2328,0,,3846,5016,1348,1735,1,111274
114,3,6,17,122,4464,3625,2339,1,4360.0,3358,4602,1169,1488,1,111354
114,4,5,19,246,5923,4937,3342,0,,4451,5790,1554,2219,1,111356
114,5,7,19,203,5042,4435,2881,0,,3761,5070,1318,1743,1,111405
114,6,6,20,97,4769,4108,2707,1,2597.0,3595,4907,1256,1747,1,111494
114,7,1,23,121,3495,2448,1253,1,2733.0,2624,3214,909,1353,1,111564
114,8,3,22,178,5398,3953,2261,0,,4030,5557,1418,1959,1,111575
114,9,5,18,128,4295,3068,1683,0,,3236,3975,1135,1342,1,111626
114,10,3,20,192,4987,3997,2124,0,,3744,5127,1321,1978,1,111684
114,11,3,21,85,5346,4435,3006,1,609.0,4014,5510,1403,1910,1,111763
114,12,2,18,150,6118,5179,2632,1,1654.0,4590,6113,1605,2025,1,111825
114,13,7,17,180,4569,3482,2353,0,,3419,4249,1190,1678,1,111864
114,14,2,18,103,4974,4454,2280,1,3396.0,3721,5154,1308,1797,1,111884
114,15,5,21,116,4643,4121,2126,0,,3481,4343,1219,1512,1,111880
114,16,6,21,117,6033,4554,3134,1,3673.0,4522,5963,1580,2174,1,111938
114,17,3,19,188,5703,4722,3085,0,,4287,5401,1494,2095,1,111962
114,18,6,15,55,4939,3458,2178,0,,3713,4537,1305,1780,1,111968
114,19,4,17,138,6961,5188,2763,0,,5227,7355,1830,2678,1,112045
114,20,6,18,101,5075,3875,1971,1,628.0,3799,4768,1341,1728,1,112096
114,21,3,19,139,5459,3930,2574,0,,4089,5290,1431,2098,1,112108
114,22,7,16,139,3852,3311,2272,1,3112.0,2908,4288,1008,1468,1,112130
114,23,6,18,98,5512,3955,2299,1,3765.0,4144,5949,1442,2099,1,112180
114,24,2,20,127,5689,4302,2672,1,3195.0,4279,5834,1491,2194,1,112220
115,1,2,18,152,2981,2320,1165,1,2267.0,2240,3207,788,1045,0,73315
115,2,3,17,149,4150,3534,2146,0,,3109,4570,1101,1379,0,73380
115,3,1,17,97,2990,2149,1310,1,500.0,2257,3369,792,1067,0,73383
115,4,3,21,171,3997,3000,1950,0,,3017,3810,1063,1436,0,73403
115,5,3,18,89,4259,3394,1851,1,1366.0,3204,4416,1119,1408,0,73507
115,6,1,19,156,2437,2168,1352,0,,1828,2319,647,788,0,73533
115,7,2,17,124,3611,2723,1698,0,,2706,3852,953,1245,0,73561
115,8,4,21,120,3136,2470,1340,0,,2341,3235,820,1048,0,73644
115,9,2,20,97,3714,3193,2156,1,500.0,2787,3809,971,1328,0,73688
115,10,1,21,170,4206,3566,2174,0,,3160,3830,1098,1575,0,73733
115,11,3,19,158,4124,3172,1912,0,,3090,3783,1085,1625,0,73813
115,12,3,22,178,3387,2490,1314,0,,2547,3143,892,1191,0,73897
115,13,1,17,156,4439,3156,1624,0,,3323,4745,1159,1476,0,73991
115,14,6,19,104,3629,3019,1981,0,,2719,3419,946,1366,0,74052
115,15,7,20,137,4309,3197,2024,0,,3216,4463,1126,1451,0,74101
116,1,3,21,140,4081,3259,1787,1,2182.0,3056,3747,1070,1516,1,84288
116,2,1,23,223,5912,4767,2798,0,,4436,6124,1545,2135,1,84308
116,3,7,17,143,2720,2241,1541,1,1699.0,2052,2656,714,1014,1,84327
116,4,4,18,96,5165,3633,2167,1,2061.0,3865,5219,1355,1626,1,84361
116,5,2,19,200,3700,3014,2085,0,,2774,3340,967,1359,1,84420
116,6,2,16,182,2922,2385,1582,0,,2190,2963,773,1104,1,84468
116,7,1,21,119,4117,3573,1881,1,1462.0,3090,4542,1090,1517,1,84530
116,8,1,22,100,4077,2898,1890,1,1555.0,3036,4404,1059,1234,1,84600
116,9,6,23,146,4328,3300,2289,1,5085.0,3241,4051,1140,1609,1,84651
116,10,3,18,89,5295,4029,2532,0,,3978,5688,1393,1833,1,84678
116,11,6,19,140,3644,2892,1729,1,3836.0,2731,3538,948,1138,1,84732
116,12,7,18,116,3731,2706,1820,1,2003.0,2793,3643,982,1448,1,84777
116,13,6,18,117,2563,2138,1482,1,2299.0,1929,2810,674,744,1,84801
116,14,6,17,192,5468,3941,2494,0,,4112,5494,1432,1908,1,84860
116,15,2,21,167,3956,3143,1572,0,,2967,4217,1033,1472,1,84907
116,16,3,19,108,4924,4078,2289,1,1130.0,3697,4570,1298,1716,1,84989
116,17,7,20,173,3996,2970,1941,1,3797.0,2999,4138,1050,1307,1,85013
116,18,4,21,159,4518,3593,2020,0,,3399,4082,1185,1459,1,85069
116,19,4,20,98,4849,3819,2437,1,1924.0,3631,4821,1275,1546,1,85116
116,20,5,14,180,3532,2922,1802,0,,2651,3492,927,1100,1,85228
116,21,6,20,107,3922,3324,1869,1,500.0,2950,3705,1030,1368,1,85264
116,22,3,21,116,5168,3738,2090,0,,3883,5502,1361,1666,1,85341
117,1,4,18,131,2568,1838,1035,0,,1921,2734,675,780,0,67997
117,2,4,19,118,2567,2244,1432,1,1554.0,1935,2847,676,756,0,68067
117,3,1,20,77,3113,2469,1648,1,1783.0,2337,3065,818,1094,0,68133
117,4,4,19,140,3186,2719,1855,0,,2401,3216,830,931,0,68198
117,5,6,19,112,2755,2295,1227,1,1211.0,2059,2648,724,895,0,68223
117,6,2,21,190,2833,2174,1374,0,,2118,2708,747,969,0,68217
117,7,5,17,123,3406,2624,1543,1,1663.0,2536,3165,891,1029,0,68275
117,8,2,17,135,3244,2857,1467,1,500.0,2434,3406,857,961,0,68272
117,9,7,19,173,4394,3887,2074,1,2463.0,3286,4643,1143,1370,0,68321
117,10,1,22,200,3757,3316,2262,0,,2822,4038,995,1099,0,68359
117,11,4,23,180,3610,2678,1726,0,,2707,3693,946,1063,0,68393
117,12,7,19,74,2326,1629,1136,1,1248.0,1756,2549,614,874,0,68450
117,13,4,20,173,3035,2396,1670,0,,2288,2926,802,1188,0,68455
117,14,1,22,118,2971,2546,1478,1,500.0,2225,2717,776,1099,0,68510
117,15,2,19,122,3156,2420,1638,1,1936.0,2342,3446,822,934,0,68560
117,16,1,16,99,4567,3822,2106,1,1231.0,3437,5142,1202,1408,0,68630
117,17,4,18,138,3260,2386,1610,1,2208.0,2435,3083,842,1069,0,68654
117,18,6,17,136,4139,3315,1829,0,,3104,3886,1090,1317,0,68684
117,19,7,20,98,3377,2479,1633,1,630.0,2525,3764,886,1221,0,68741
117,20,6,21,99,3570,2968,1928,1,1024.0,2697,3264,947,1405,0,68798
117,21,3,18,156,3598,2532,1387,0,,2714,3827,941,1114,0,68851
117,22,5,18,142,3023,2692,1420,0,,2282,3279,799,1113,0,68921
117,23,4,15,134,3351,2912,1638,1,1617.0,2513,3533,879,1040,0,69048
118,1,7,16,58,3079,2738,1370,1,812.0,2312,2893,811,1045,1,85101
118,2,6,20,112,2215,1905,1301,1,1675.0,1655,2134,579,840,1,85097
118,3,3,19,97,4178,3596,1981,1,2365.0,3125,3779,1101,1392,1,85177
118,4,4,19,102,2273,1654,886,0,,1702,2382,596,755,1,85181
118,5,5,18,103,4258,3205,1863,1,838.0,3179,4689,1107,1554,1,85224
118,6,6,15,162,3313,2494,1269,0,,2484,3249,866,1153,1,85259
118,7,7,16,103,4236,3289,2194,0,,3171,4453,1113,1320,1,85286
118,8,3,20,99,5623,4168,2665,1,1121.0,4215,5642,1475,1930,1,85330
118,9,5,20,100,5237,3693,2245,0,,3910,5763,1364,1601,1,85428
118,10,5,17,64,4302,3858,2565,0,,3220,3936,1127,1485,1,85462
118,11,2,21,234,3728,2871,1714,0,,2795,3786,971,1309,1,85536
118,12,2,16,78,5219,3889,2000,0,,3918,5044,1369,1581,1,85577
118,13,4,18,142,4822,3455,1749,1,2689.0,3607,4395,1272,1474,1,85630
118,14,7,20,135,3937,3503,2187,1,1995.0,2960,3612,1047,1245,1,85661
118,15,3,18,90,3949,3082,2109,0,,2957,3588,1028,1371,1,85694
118,16,7,18,108,3741,2637,1603,0,,2804,4030,976,1129,1,85788
118,17,2,19,182,4176,3294,2018,0,,3122,4445,1090,1199,1,85881
118,18,7,19,135,2794,2093,1401,0,,2106,2670,727,811,1,85959
119,1,4,18,116,4412,3168,1891,0,,3314,4080,1165,1695,1,86475
119,2,1,21,62,4336,3208,1825,1,1434.0,3258,4625,1142,1546,1,86542
119,3,2,20,30,3170,2312,1205,0,,2394,3536,829,1046,1,86567
119,4,2,18,126,3989,3325,2067,1,2464.0,2989,3828,1055,1440,1,86607
119,5,4,18,173,3882,3401,1995,0,,2925,3560,1015,1397,1,86683
119,6,1,18,122,4109,3097,1835,0,,3070,4152,1072,1376,1,86735
119,7,6,19,137,5127,4380,2298,1,2848.0,3830,5580,1345,1604,1,86802
119,8,2,14,119,5854,4585,2330,1,1098.0,4380,5320,1537,1703,1,86874
119,9,6,16,135,4898,3505,2139,0,,3668,5148,1287,1677,1,86922
119,10,6,21,142,3332,2366,1412,1,1789.0,2515,3677,882,1070,1,86993
119,11,7,19,222,4453,3884,2362,0,,3348,4619,1166,1540,1,87062
119,12,7,18,135,3172,2328,1268,1,3860.0,2373,2912,834,1029,1,87136
119,13,4,22,140,4127,3165,2079,0,,3080,4451,1083,1449,1,87206
119,14,4,19,119,2105,1618,891,1,896.0,1573,2207,550,709,1,87251
119,15,7,17,203,5452,4533,2404,0,,4080,5844,1429,2138,1,87297
119,16,3,17,123,5401,3789,1972,1,3123.0,4050,5173,1421,1786,1,87389
119,17,3,19,221,4455,3543,1920,0,,3358,4702,1173,1656,1,87418
119,18,5,20,159,4999,4163,2614,0,,3746,4975,1314,1644,1,87508
119,19,6,18,140,3810,3398,1799,1,500.0,2849,3750,1000,1487,1,87571
119,20,2,21,41,4373,3608,2063,0,,3282,4777,1158,1574,1,87676
119,21,7,20,137,2970,2431,1529,1,3843.0,2236,2790,785,1159,1,87712
120,1,3,21,97,8072,6215,3217,1,1353.0,6048,8610,2120,3153,0,104753
120,2,1,20,58,5449,4135,2534,1,1670.0,4087,5278,1429,1957,0,104801
120,3,3,17,55,4593,3915,2565,0,,3449,4502,1212,1413,0,104844
120,4,5,15,128,5493,4456,2976,1,2509.0,4122,5303,1439,1830,0,104869
120,5,2,18,132,6245,5328,3621,1,500.0,4682,6892,1644,2100,0,104928
120,6,1,18,115,6067,5056,2638,0,,4559,6434,1593,2137,0,104984
120,7,5,16,143,5261,4316,2770,1,1264.0,3949,5382,1384,1591,0,105080
120,8,4,15,111,5231,4018,2406,1,4735.0,3917,5195,1375,1623,0,105168
120,9,5,22,122,4814,3411,2213,0,,3605,5013,1262,1538,0,105261
120,10,4,22,155,5668,4068,2333,1,2706.0,4262,5697,1484,1675,0,105312
120,11,6,18,84,7298,5940,3070,0,,5485,7679,1924,2520,0,105341
120,12,1,18,71,4461,3472,1954,0,,3344,4815,1173,1525,0,105369
120,13,1,17,176,6241,4714,3290,0,,4690,5970,1641,2112,0,105372
120,14,6,16,121,5180,3865,2217,1,4167.0,3889,4726,1352,1608,0,105347
120,15,3,18,137,5287,4290,2942,0,,3953,5926,1384,1798,0,105355
120,16,4,21,112,4814,4304,2696,1,2767.0,3611,4892,1266,1427,0,105451
120,17,2,18,146,5160,3907,2229,1,4469.0,3860,5265,1353,1806,0,105482
120,18,5,16,165,3362,2431,1220,0,,2520,3205,878,990,0,105491
120,19,1,19,159,3830,3138,2131,0,,2871,3989,998,1305,0,105594
121,1,5,20,148,5088,4330,2609,0,,3814,5412,1331,1912,1,72085
121,2,6,18,138,2947,2104,1461,0,,2209,2996,773,887,1,72147
121,3,3,21,107,3225,2677,1867,1,1218.0,2427,3226,848,1033,1,72222
121,4,2,20,248,4281,3406,2287,0,,3200,3995,1117,1331,1,72250
121,5,5,22,102,3377,2996,1780,0,,2523,3432,879,1311,1,72312
121,6,3,20,159,1297,1155,694,0,,970,1314,329,487,1,72375
121,7,2,18,162,4453,3854,2382,1,2585.0,3323,4942,1165,1317,1,72403
121,8,1,19,157,2233,1606,858,0,,1675,2324,582,853,1,72446
